ticker,value_score,quality_score,momentum_score,profitability_score,composite_score,composite_rank_pct,sector
INTU,0.8938050315819013,0.4088110116890374,-0.7197536155496583,0.4267902452820209,0.2757639075658193,91.66666666666666,Technology
JNJ,0.17331039262937945,-0.0983789994875871,-0.41075003010624017,0.04625448262825638,-0.0660382430839917,43.75,Healthcare
KO,-0.10251400117907775,-0.016816366871289318,-0.44674568417071153,0.32639028871351783,-0.08136665537151996,39.58333333333333,Consumer Defensive
LIN,-0.05682217124383514,-0.26515010915316395,-0.25577482296637455,-0.21945205379341298,-0.19116829516171777,27.083333333333332,Basic Materials
LLY,-1.564712836034228,0.05383779824443434,-0.33492675014099965,1.5688356677510114,-0.2259189552342074,16.666666666666664,Healthcare
LOW,0.9586848306742298,-0.47825640712355355,0.4209821543650564,-0.631455887373152,0.14699570853801427,77.08333333333334,Consumer Cyclical
MA,-1.0145776056966436,-0.9372149767135568,0.22543822045458842,2.0141503843752835,-0.07948739389867848,41.66666666666667,Financial Services
MCD,0.21580956763926643,-0.4020511317488069,-0.2824692417538403,0.7086780992514757,0.03534839676641327,58.333333333333336,Consumer Cyclical
META,0.45699947768230775,1.193816708490957,0.5891595376936735,0.8281741069011279,0.7484787262310755,100.0,Communication Services
MRK,0.3540287529887749,-0.001897008749038212,-1.0500725503900343,0.22597561479455539,-0.11158864092922459,37.5,Healthcare
MS,0.5708843330807166,-0.8665288230527809,0.9929978704534902,0.13969904393104288,0.2308223705606009,87.5,Financial Services
MSFT,0.20416961707253609,0.2700288167625973,-0.6514549316891276,0.8455814761883232,0.1350106516277929,75.0,Technology
NEE,0.25805188589441463,-0.6840879065164955,0.25405895445543974,-0.14496741600287877,-0.05908515544751532,45.83333333333333,Utilities
NKE,0.5180678156851561,0.8454443010728044,-0.6809471622541197,-0.9108228188729497,0.014380065635628048,56.25,Consumer Cyclical
NVDA,-1.3640401574697516,1.5679810776484975,0.5919007916654168,1.8264793325329165,0.4960542865941364,95.83333333333334,Technology
PEP,0.6234040435314834,-0.8727404986348335,-0.682616168187003,-0.29655246171591254,-0.26112844598919666,14.583333333333334,Consumer Defensive
PG,0.5057948670583913,-0.3518211657902768,0.026628321912754573,-0.09358633791663243,0.05172298156481033,66.66666666666666,Consumer Defensive
PM,0.13619360103046277,-0.6856056447711204,0.983989150577217,0.6605340765950976,0.2475607720796825,89.58333333333334,Consumer Defensive
QCOM,0.2998845997188801,1.1337447957985516,-0.7852960010156175,0.06738384012886703,0.19055434663717094,85.41666666666666,Technology
RTX,0.2696583880945259,-0.060076776410630445,0.703102430853222,-1.0214835740145518,0.03735721523609528,60.416666666666664,Industrials
SPGI,0.2136054027384232,-0.2426304815996953,0.08424232158599793,0.3070051914680496,0.08588561911171255,70.83333333333334,Financial Services
TMO,0.39532690040828905,0.2889374233828199,-0.8247866652183807,-0.6168076395881876,-0.13872576825404104,35.41666666666667,Healthcare
TSLA,-1.9128311860222826,0.9865104024287066,0.6445120394825788,-1.287311389297161,-0.42355602318829555,8.333333333333332,Consumer Cyclical
TXN,-1.7663875805871658,1.323885469208515,-0.1774996158049714,0.36938154225755604,-0.16944350237375266,29.166666666666668,Technology
UNH,0.4072071470089388,-0.32285711200521583,0.2117591980954369,-1.1818806515276556,-0.14198846468029425,33.33333333333333,Healthcare
UPS,0.9783699442941538,-0.3563950385398637,-0.7182141578573548,-0.8936323112023926,-0.153867778051537,31.25,Industrials
V,-0.782837326050241,-0.04069946704730981,0.12480486778086768,1.505200295317455,0.08721521143180819,72.91666666666666,Financial Services
WMT,-0.10885517464167227,-0.34989440076709466,1.2153341275437393,-0.9935519796361886,-0.01500701662557824,50.0,Consumer Defensive
XOM,0.8565049736787707,0.0957128795654536,-0.12056367005294533,-1.0358441352590306,0.04356996742995209,62.5,Energy
